换口味了尝尝、不知道是不是有进步	1
最好喝的奶茶，最给力的快递小哥。	1
超级好喝，快递小哥非常给力。	1
特别好喝，经常定，快递小哥非常好。	1
赞赞！加红豆味道更好！	1
好喝哦，但今晚我们作死点的无糖，感觉好酸，友情提示减肥的朋友点半糖	1
快递小哥特别好。奶茶棒棒哒！	1
很好喝，送餐也及时。。。。。	1
送餐员态度很好！辛苦啦！奶茶味道棒，谁让我是个奶茶控几乎天天喝…	1
这几天都在点，今儿给朋友点了几杯她们都赞不绝口！赞！	1
非常感谢！辛苦陈骑士啦！	1
好喝！味道超赞！送餐员也很准时！	1
"比上面提醒的时间早很多。,速度挺快的"	1
味道不错连着好几天了都在喝！	1
全都很棒，会继续支持。	1
"点了三次了,很好喝,送的也很快"	1
味道超级棒！送餐员大冷天的也很辛苦！超赞！	1
好喝！味道不错！送餐也很快！	1
非常喜欢味道不错，辛苦了！	1
这大雪天的，快递员给力！辛苦快递员了	1
还行，不错，快递也非常的快	1
好喝！快递小哥这么大的雨还送的很快！看他的湿哒哒的了！谢谢你们啦！！！	1
很不错，速度也很快。	1
师傅态度特好，真暖心，赞	1
大冷天的，快递小哥跟热情，准时，辛苦辛苦，很感谢	1
红豆布丁奶茶太甜。烤珍珠一直美味	1
"还挺快的～,味道也不错。赞"	1
都好喝。烤珍珠尤其好喝	1
美味，及时，经常订，希望优惠力度再大些	1
百度骑士特别准时，态度还特别好！	1
"快递员态度好,速度也很快"	1
味道很好，就是手滑点成冰的了，悲剧	1
非常不错，谢谢送餐的师傅	1
比预计时间送的还早十分钟，态度很好，点赞！	1
快递小伙儿特别热情.很好！	1
可惜不能更改杯型，又所有订单也不齐全	1
大冷天的，送餐员辛苦了	1
好喝，大雪天的非常感谢	1
。送餐员特好的说话。。。。。。	1
送货挺快的，送货挺快的	1
太快了，你是飞过来送餐的吧…	1
"送餐大姐人可好了，特别热情,五星！赞"	1
配送很快！送来还是烫的！很好	1
几乎每天都喝！…………	1
快递小哥态度特别好…辛苦啦谢谢	1
热饮有珍珠的。	1
百度的外送送了小礼品！很高兴！意外惊喜！	1
饮品味道一直很棒，有外送太完美啦～配送大哥服务很好，热心帮忙找零钱	1
服务很好！还送了吸吸冻！哈哈	1
好喝。。速度快。。。	1
非常方便！准时！很好！	1
奶茶好喝！送餐准时，到的时候还是热乎乎的！	1
奶茶超级好喝，喝了好多次了	1
他家的奶茶超级好喝。。。	1
奶茶超级好喝，推荐。	1
超级好喝的奶茶。。。	1
送的超快！！	1
速度很快，32个赞，服务很好	1
非常好送的很快，，，还是热的。	1
准时到达，太给力了！	1
速度很快。而且我找不到钥匙也耐心等。还安慰我说不着急。人很好。东西很好喝。下次还会买	1
特别感谢快递师傅！这么大风天气还准时送到！辛苦辛苦…谢谢啦！	1
速度很快，唯一不足就是第一次下单莫名的失败了。。。	1
很好喝！天天都喝～～	1
配送不错、态度也不错	1
"师傅人很好,，送的速度也很快。"	1
很棒的骑士！！！！！	1
还不错，绿茶还是个人喝不惯。。。奶茶给赞	1
小哥长得帅态度还好，好评	1
很快，没有撒，必须赞	1
很快，也很好喝，不错	1
很好送货大哥	1
奶茶很好喝，快递小哥也超给力！赞一个，辛苦了。	1
服务热情！点单时忘了一杯，给快递小哥打电话，有帮忙捎了一杯！	1
"有效率,非常好"	1
热情！速度快！	1
超快！服务好热情	1
"超级快,送餐员超级好"	1
很快好开心	1
优惠活动不错	1
非常方便！很好！	1
"杯子坏了,不过饮料没出来,其他都可以"	1
赶上雨最大的时候，外卖小哥很不容易	1
非常非常好！服务超级赞！	1
非常感谢百度外卖的服务，大哥因为找不到地方饶了大半个圈。	1
速度快態度好	1
❀⚘送༵来༵不༵是༵很༵凉༵了༵但༵味༵道༵还༵是༵不༵错༵的༵⚘❀	1
"还是那个味道,都很喜欢"	1
几乎天天都喝	1
弹珠和芋圆小丸子很好吃	1
"每次都买珍珠奶茶,很好喝,送餐速度也快！推荐购买"	1
送的超级快，送餐员很辛苦。快乐柠檬一直喜欢喝	1
奶茶很好喝，快递员也特别好	1
很好，很喜欢，希望出更多新口味。	1
送餐师傅很好呦！饮料好大杯！吓死宝宝了！	1
"灰常好～,经常点～"	1
"师傅相当神速啊,好评！"	1
外送小伙儿很逗	1
"味道超赞,送的也快提前了半个小时"	1
足不出户享受清凉，快递小哥谢谢啦～	1
速度快服务态度好	1
送货很快哦	1
叫了好几次，真心好喝	1
速度很快哟，女儿的岩盐芝士可可有点咸哈哈，我的的大满贯还是比较赞滴！	1
非常好，快递非常不错	1
每天都会买上几杯，快递非常棒	1
好喝，速度也很快，值得赞	1
